Fonction;Expérience fonction;Niveau Etudes;Structure;Secteur Activité;Taille Société;Nbre dossiers gérés mensuellement;Paie internalisée ou externalisée;Nbre Bulletins Produits;Nbre Bulletins Supervisés;Nbre de CCN;Management;Volume de paies supervisées;Nbre de personnes supervisées;Quelle est votre expérience totale ?;Combien de jours de télétravail avez vous par semaine ?;Rémunération brute;Avez vous primes et avantages salariaux (hors légal) ?;Anglais dans votre quotidien pro ?;Dans quel département travaillez vous ?;Quel est votre sexe ?;Quelle est votre tranche d'âge ?;Poste;Localisation
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Métallurgie;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;4 à 7 ans;2;50000;Non;Non;92;Femme;+ 56 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;1000 à 2500;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;2 à 3;Non;NC;NC;4 à 7 ans;4;30500;Non;Oui, écrit et oral;79;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;1 à 3 ans;0;27100;Non;Non;39;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Cabinet d'Expertise Comptable;NC;51 à 250;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;10;Oui;- de 500;2 à 5;4 à 7 ans;0;34000;Oui;;62;Homme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;+ de 21 ans;2;40000;Oui;Oui, écrit;74;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Consultant(e) Paie;4 à 7 ans;Bac+2;Entreprise;BTP / Travaux / Construction;30 001;NC;Internalisée (tout est géré en interne);701;NC;10;Oui;25 001;6 à 10;4 à 7 ans;3;54000;Oui;Non;78;Femme;36 à 45 ans;Consultant Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+3;Entreprise;Agroalimentaire;10 001 à 30 000;NC;Internalisée (tout est géré en interne);0;NC;10;Oui;501 à 1 500;1;8 à 12 ans;2;40000;Oui;Non;56;Femme;26 à 35 ans;Responsable Adjoint Paie;Hors IDF
Responsable Paie;8 à 12 ans;Bac+3;Entreprise;Service public;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;501 à 1 500;6 à 10;8 à 12 ans;1;54000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;Industries;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Non;NC;NC;1 à 3 ans;1;39000;Non;Oui, écrit;77;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;4 à 7 ans;Bac+3;Société d'externalisation de paies;NC;2500 à 5000;11 à 20;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;6 à 10;Non;NC;NC;4 à 7 ans;2;39000;Oui;Oui, écrit;44;Femme;26 à 35 ans;Consultant Paie;Hors IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+5;Entreprise;Edition / Communication / Multimédia;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;- de 500;2 à 5;8 à 12 ans;2;69000;Oui;Oui, écrit et oral;92;Homme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+2;Entreprise;Industries;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;8 à 12 ans;0;34200;Oui;Non;35;Homme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Aménagement paysager;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Oui;- de 500;1;8 à 12 ans;0;42000;Oui;Non;83;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Informatique / Télécoms;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;2 à 3;Oui;501 à 1 500;2 à 5;+ de 21 ans;3;70000;Oui;Oui, écrit et oral;92;Femme;46 à 55 ans;Responsable Paie;IDF
Consultant(e) Paie;8 à 12 ans;Bac+3;Société d'externalisation de paies;NC;251 à 1000;21 à 40;Internalisée (tout est géré en interne);0;NC;10;Non;NC;NC;8 à 12 ans;5;52000;Oui;Non;75;Femme;26 à 35 ans;Consultant Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;BTP / Travaux / Construction;5001 à 10 000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;1 à 3 ans;1;35000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+3;Entreprise;BTP / Travaux / Construction;30 001;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;42000;Oui;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac;Entreprise;Multi convention;Moins de 50;NC;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;4 à 7 ans;0;36000;Oui;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;1 501 à 3 000;6 à 10;+ de 21 ans;1;90000;Oui;Non;71;Femme;+ 56 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Industries;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);0;NC;1;Oui;501 à 1 500;2 à 5;15 à 20 ans;2;75000;Non;Non;78;Femme;46 à 55 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);151 à 300;NC;10;Oui;- de 500;41;1 à 3 ans;1;30000;Oui;Non;6;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Formation (OPCO);251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;1;Non;NC;NC;4 à 7 ans;2;36276;Non;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;51 à 250;11 à 20;Internalisée (tout est géré en interne);501 à 700;NC;6 à 10;Oui;501 à 1 500;2 à 5;8 à 12 ans;1;47000;Oui;Non;69;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;39000;Oui;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+3;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;1;48000;Oui;Non;75;Femme;26 à 35 ans;Responsable Adjoint Paie;IDF
Directeur/trice Paie;+ 12 ans;;Entreprise;Edition / Communication / Multimédia;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;10 001 à 25 000;21 à 40;+ de 21 ans;2;100000;Non;Non;75;Femme;46 à 55 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Entreprise;BTP / Travaux / Construction;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;1 à 3 ans;0;23024;Oui;Non;69;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;+ 12 ans;Bac+2;Société d'externalisation de paies;NC;251 à 1000;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;1;Non;NC;NC;15 à 20 ans;2;38000;Non;Non;59;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+5;Entreprise;Etudes / Conseils;51 à 250;NC;Internalisée (tout est géré en interne);51 à 150;NC;1;Oui;- de 500;2 à 5;4 à 7 ans;2;35000;Oui;Non;69;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;+ 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);301 à 500;NC;10;Non;NC;NC;15 à 20 ans;1;39000;Oui;Non;56;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;10 001 à 30 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;43000;Non;Non;75;Homme;36 à 45 ans;Gestionnaire Paie;IDF
Responsable Paie;1 à 3 ans;Bac+5;Entreprise;Etudes / Conseils;2500 à 5000;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;8 à 12 ans;2;52000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Médico Social;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Oui;501 à 1 500;2 à 5;4 à 7 ans;0;42000;Oui;Non;37;Homme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+2;Entreprise;Informatique / Télécoms;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;46000;Oui;Non;93;Homme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;8 à 12 ans;Bac+5;Entreprise;Retail;30 001;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;- de 500;1;8 à 12 ans;1;40000;Oui;Oui, écrit;75;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;1 à 3 ans;2;31200;Oui;Non;77;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Société d'externalisation de paies;NC;251 à 1000;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;701;2 à 3;Non;NC;NC;1 à 3 ans;2;28000;Oui;Non;45;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;8 à 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;8 à 12 ans;5;36500;Non;Non;60;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+2;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;1;Non;NC;NC;+ de 21 ans;0;75000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+5;Entreprise;Industries;251 à 1000;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;0;40000;Oui;Non;45;Femme;36 à 45 ans;Responsable Adjoint Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+2;Entreprise;HCR (Hotels, Cafés, Restaurants);5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;1 à 3 ans;2;32000;Non;Non;92;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;251 à 1000;91;Internalisée (tout est géré en interne);501 à 700;NC;10;Oui;501 à 1 500;2 à 5;4 à 7 ans;1;39600;Non;Non;69;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Société d'externalisation de paies;NC;Moins de 50;21 à 40;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;6 à 10;Non;NC;NC;4 à 7 ans;1;39600;Oui;Non;69;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+3;Entreprise;Services aux entreprises;1000 à 2500;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;29160;Oui;Non;49;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;- de 500;6 à 10;8 à 12 ans;2;65000;Oui;Non;14;Homme;46 à 55 ans;Responsable Paie;Hors IDF
Consultant(e) Paie;4 à 7 ans;Bac+5;Entreprise;BTP / Travaux / Construction;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;42000;Oui;Non;13;Femme;26 à 35 ans;Consultant Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+5;Entreprise;Commerce / Négoce / Distribution;Moins de 50;NC;Internalisée (tout est géré en interne);- de 50;NC;1;Non;NC;NC;4 à 7 ans;1;42000;Oui;Non;6;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;1;Oui;1 501 à 3 000;11 à 20;15 à 20 ans;4;90000;Oui;Non;75;Femme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+2;Entreprise;Informatique / Télécoms;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Oui;501 à 1 500;1;15 à 20 ans;2;50400;Non;Non;92;Femme;+ 56 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Industries;10 001 à 30 000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;8 à 12 ans;2;38800;Oui;Non;67;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+5;Cabinet d'Expertise Comptable;NC;51 à 250;91;Internalisée (tout est géré en interne);151 à 300;NC;6 à 10;Non;NC;NC;1 à 3 ans;1;28500;Oui;Non;63;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;+ 12 ans;Bac+3;Entreprise;Etudes / Conseils;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);501 à 700;NC;1;Oui;501 à 1 500;2 à 5;+ de 21 ans;3;60000;Non;Non;92;Femme;46 à 55 ans;Responsable Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Entreprise;Agroalimentaire;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;501 à 1 500;2 à 5;8 à 12 ans;1;48000;Oui;Non;56;Femme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;Retail;5001 à 10 000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;44000;Non;Non;75;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+3;Entreprise;Industries;2500 à 5000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Oui;1 501 à 3 000;2 à 5;15 à 20 ans;2;55000;Oui;Oui, écrit;60;Homme;36 à 45 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;8 à 12 ans;;Société d'externalisation de paies;NC;30 001;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;6 à 10;Non;NC;NC;8 à 12 ans;1;30000;Non;Non;6;Homme;- 25 ans;Gestionnaire Paie;Hors IDF
Responsable Paie Adjoint(e);1 à 3 ans;Bac+5;Entreprise;Etudes / Conseils;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;6 à 10;Non;NC;NC;8 à 12 ans;2;42000;Oui;Non;69;Femme;26 à 35 ans;Responsable Adjoint Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Industries;1000 à 2500;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;8 à 12 ans;2;31800;Oui;Non;44;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Tech & publicité;251 à 1000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;- de 50;2 à 3;Oui;- de 500;2 à 5;8 à 12 ans;3;58000;Oui;Oui, écrit et oral;75;Homme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Entreprise;Automobile;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;51 à 150;1;Non;NC;NC;4 à 7 ans;5;52000;Oui;Oui, écrit et oral;75;Homme;- 25 ans;Gestionnaire Paie;IDF
Consultant(e) Paie;1 à 3 ans;Bac+5;Entreprise;Informatique / Télécoms;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;10;Non;NC;NC;4 à 7 ans;2;42000;Non;Non;38;Homme;36 à 45 ans;Consultant Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Commerce / Négoce / Distribution;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;2 à 3;Non;NC;NC;15 à 20 ans;1;48000;Oui;Non;77;Femme;26 à 35 ans;Responsable Paie;IDF
Responsable Paie;4 à 7 ans;Bac+3;Entreprise;Retail;1000 à 2500;NC;Internalisée (tout est géré en interne);701;NC;4 à 6;Oui;501 à 1 500;2 à 5;8 à 12 ans;2;70000;Non;Oui, écrit et oral;75;Femme;26 à 35 ans;Responsable Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;8 à 12 ans;4;33350;Oui;Non;35;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+2;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Oui;- de 500;2 à 5;+ de 21 ans;2;65000;Non;Non;34;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Responsable Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Laboratoires pharmaceutiques;51 à 250;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;1;Non;NC;NC;+ de 21 ans;4;65000;Oui;Oui, écrit et oral;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;61 à 90;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;1 à 3 ans;0;30000;Non;Non;13;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Cabinet d'Expertise Comptable;NC;2500 à 5000;41 à 60;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;4 à 7 ans;1;32500;Oui;Non;27;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+2;Cabinet d'Expertise Comptable;NC;251 à 1000;41 à 60;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Non;NC;NC;1 à 3 ans;2;29000;Oui;Non;85;Homme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;8 à 12 ans;Bac+5;Entreprise;Banque / Assurance / Mutuelle;251 à 1000;NC;Internalisée (tout est géré en interne);501 à 700;NC;1;Non;NC;NC;15 à 20 ans;1;72000;Oui;Oui, écrit et oral;75;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac+5;Entreprise;BTP / Travaux / Construction;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;4 à 7 ans;1;40000;Oui;Non;95;Femme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie & ADP;4 à 7 ans;Bac;Entreprise;Informatique / Télécoms;10 001 à 30 000;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Non;NC;NC;4 à 7 ans;2;36000;Oui;Non;92;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+2;Entreprise;Nettoyage industriel / Sécurité;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Non;NC;NC;4 à 7 ans;0;24000;Oui;Non;66;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;1 à 3 ans;Bac+5;Entreprise;Associatif;51 à 250;NC;Internalisée (tout est géré en interne);151 à 300;NC;1;Non;NC;NC;1 à 3 ans;0;30000;Oui;Non;95;Femme;36 à 45 ans;Gestionnaire Paie;IDF
Directeur/trice Paie & SIRH;+ 12 ans;Bac+5;Entreprise;Industries;1000 à 2500;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);- de 50;NC;2 à 3;Oui;1 501 à 3 000;6 à 10;15 à 20 ans;2;95000;Oui;Oui, écrit et oral;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac+2;Société d'externalisation de paies;NC;251 à 1000;-10;Totalement externalisée (la production du BS est gérée par le prestataire);NC;501 à 700;4 à 6;Non;NC;NC;15 à 20 ans;5;51000;Non;Oui, écrit et oral;69;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie;4 à 7 ans;Bac+5;Société d'externalisation de paies;NC;Moins de 50;91;Internalisée (tout est géré en interne);701;NC;10;Oui;3 001 à 5 000;2 à 5;8 à 12 ans;1;57000;Non;Non;80;Femme;26 à 35 ans;Responsable Paie;Hors IDF
Gestionnaire Paie;8 à 12 ans;Bac+3;Société d'externalisation de paies;NC;Moins de 50;-10;Internalisée (tout est géré en interne);301 à 500;NC;4 à 6;Non;NC;NC;8 à 12 ans;5;43900;Oui;Oui, écrit et oral;56;Femme;46 à 55 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;251 à 1000;21 à 40;Internalisée (tout est géré en interne);301 à 500;NC;6 à 10;Non;NC;NC;4 à 7 ans;2;50000;Oui;Oui, écrit et oral;78;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;91;Internalisée (tout est géré en interne);701;NC;10;Oui;1 501 à 3 000;2 à 5;15 à 20 ans;1;50000;Oui;Non;77;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;1 à 3 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;1 à 3 ans;1;24000;Oui;Non;45;Homme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Cabinet d'Expertise Comptable;NC;Moins de 50;41 à 60;Totalement externalisée (la production du BS est gérée par le prestataire);NC;151 à 300;10;Non;NC;NC;4 à 7 ans;2;29000;Non;Non;67;Femme;26 à 35 ans;Gestionnaire Paie;Hors IDF
Gestionnaire Paie;4 à 7 ans;Bac+5;Entreprise;Retail;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;1;Non;NC;NC;4 à 7 ans;2;42000;Oui;Oui, écrit et oral;75;Homme;26 à 35 ans;Gestionnaire Paie;IDF
Responsable Paie Adjoint(e);4 à 7 ans;Bac+5;Entreprise;Etudes / Conseils;2500 à 5000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);301 à 500;NC;1;Non;NC;NC;8 à 12 ans;2;55000;Non;Non;92;Femme;36 à 45 ans;Responsable Adjoint Paie;IDF
Gestionnaire Paie;4 à 7 ans;Bac+3;Cabinet d'Expertise Comptable;NC;Moins de 50;21 à 40;Internalisée (tout est géré en interne);151 à 300;NC;10;Non;NC;NC;4 à 7 ans;1;34920;Non;Non;54;Femme;36 à 45 ans;Gestionnaire Paie;Hors IDF
Responsable Paie & SIRH;4 à 7 ans;Bac+2;Entreprise;BTP / Travaux / Construction;2500 à 5000;NC;Internalisée (tout est géré en interne);0;NC;1;Non;NC;NC;8 à 12 ans;2;56000;Oui;Non;92;Femme;36 à 45 ans;Responsable Paie;IDF
Gestionnaire Paie;+ 12 ans;Bac;Entreprise;Transport / Logistique;5001 à 10 000;NC;Totalement externalisée (la production du BS est gérée par le prestataire);NC;301 à 500;1;Non;NC;NC;+ de 21 ans;3;45000;Oui;Non;92;Femme;+ 56 ans;Gestionnaire Paie;IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Service à la personne;251 à 1000;NC;Semi externalisée (le prestataire paie prend certains sujets en charge);701;NC;1;Oui;501 à 1 500;1;+ de 21 ans;2;43000;Non;Non;14;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Responsable Paie;1 à 3 ans;Bac+3;Entreprise;Etudes / Conseils;251 à 1000;NC;Internalisée (tout est géré en interne);301 à 500;NC;2 à 3;Oui;- de 500;1;4 à 7 ans;5;52000;Oui;Non;92;Homme;36 à 45 ans;Responsable Paie;IDF
Responsable Paie;+ 12 ans;Bac+2;Entreprise;Commerce / Négoce / Distribution;1000 à 2500;NC;Internalisée (tout est géré en interne);51 à 150;NC;2 à 3;Oui;1 501 à 3 000;6 à 10;+ de 21 ans;1;62000;Oui;Oui, écrit et oral;59;Femme;46 à 55 ans;Responsable Paie;Hors IDF
Gestionnaire Paie & ADP;1 à 3 ans;Bac+3;Entreprise;Sécurité privée;251 à 1000;NC;Internalisée (tout est géré en interne);701;NC;2 à 3;Non;NC;NC;4 à 7 ans;0;34200;Non;Non;76;Homme;- 25 ans;Gestionnaire Paie;Hors IDF
